Real;Predicted;Time (us)
0.10810811;-0.21849458;77.00
0.08108108;0.11254869;12.00
0.08108108;-0.00934434;12.00
0.29729730;-0.44346610;12.00
0.27027026;-0.45178604;12.00
0.48648649;0.07978789;11.00
0.37837839;-0.43887666;11.00
0.27027026;0.15927637;11.00
0.08108108;0.10460620;12.00
0.05405405;0.11041109;12.00
0.05405405;0.16659908;12.00
0.08108108;0.41059729;11.00
0.05405405;0.14831950;12.00
0.13513514;0.24840519;12.00
0.43243244;-0.53619516;12.00
0.40540540;-0.34715480;11.00
0.05405405;0.19465914;12.00
0.05405405;0.07032122;11.00
0.02702703;-0.12980834;12.00
0.05405405;0.11621575;12.00
0.05405405;0.12834582;12.00
0.08108108;-0.19569735;12.00
0.05405405;0.10998388;11.00
0.08108108;-0.09589264;12.00
0.08108108;0.29068637;11.00
0.08108108;0.16948594;11.00
0.08108108;0.13412726;12.00
0.08108108;-0.21681364;12.00
0.05405405;-0.11649626;11.00
0.05405405;0.12764935;12.00
0.08108108;0.13983823;11.00
0.08108108;0.12522694;11.00
0.05405405;0.15179375;12.00
0.56756759;0.14446262;12.00
0.05405405;0.11178596;12.00
0.05405405;-0.07377996;12.00
0.21621622;0.15024826;12.00
0.45945945;-0.31621265;12.00
0.18918920;0.01974810;11.00
0.27027026;0.13274622;12.00
0.08108108;0.12646693;11.00
0.08108108;-0.20615932;12.00
0.10810811;-0.15527155;11.00
0.18918920;-0.47463778;12.00
0.08108108;0.13264543;11.00
0.72972971;0.42804092;11.00
0.05405405;0.12834582;11.00
0.08108108;-0.22329843;11.00
0.67567569;0.52291077;12.00
0.24324325;0.42420992;11.00
0.05405405;0.22301067;12.00
0.08108108;0.16733606;11.00
0.05405405;-0.24424803;12.00
0.05405405;0.13071865;12.00
0.05405405;0.08701937;11.00
0.05405405;0.15093192;12.00
0.27027026;-0.14772940;12.00
0.29729730;0.05315065;12.00
0.10810811;0.13689762;12.00
0.43243244;-0.32545364;12.00
0.08108108;-0.16507414;12.00
0.05405405;0.21816327;12.00
0.40540540;0.29409054;12.00
0.08108108;-0.01758446;12.00
0.08108108;0.11796446;11.00
0.10810811;0.13111632;12.00
0.02702703;0.12508970;11.00
0.08108108;0.13990836;11.00
0.08108108;0.15310831;12.00
0.43243244;-0.31531596;11.00
0.21621622;0.20553187;11.00
0.05405405;0.05836632;12.00
0.37837839;0.01905194;12.00
0.18918920;0.37853438;12.00
0.08108108;0.14505237;12.00
0.08108108;0.13769175;11.00
0.02702703;0.38313329;12.00
0.02702703;-0.10398264;12.00
0.05405405;0.11371347;11.00
0.43243244;0.33037755;11.00
0.05405405;0.12985855;12.00
0.05405405;0.17731339;12.00
0.29729730;0.32518268;11.00
0.08108108;0.01389235;11.00
0.05405405;0.15947445;11.00
0.05405405;0.11603744;11.00
0.21621622;0.18332303;12.00
0.24324325;0.26182765;12.00
0.05405405;0.23752134;12.00
0.08108108;-0.23530085;12.00
0.05405405;0.15477180;12.00
0.29729730;0.24054733;12.00
0.05405405;0.12635098;11.00
0.05405405;0.17495266;12.00
0.05405405;0.33595458;12.00
0.05405405;0.12819822;12.00
0.05405405;0.15824616;12.00
0.16216215;-0.01930658;12.00
0.29729730;-0.34827837;12.00
0.08108108;-0.27558976;11.00
0.43243244;-0.16325298;11.00
0.05405405;0.11371347;12.00
0.08108108;0.15354912;12.00
0.18918920;0.23912585;12.00
0.37837839;-0.10494938;11.00
0.16216215;0.02792258;12.00
0.08108108;0.10777190;11.00
0.02702703;0.00401062;11.00
0.10810811;0.06194788;12.00
0.10810811;0.08472015;12.00
0.05405405;0.15179375;12.00
0.02702703;0.14570698;12.00
0.02702703;0.12443726;12.00
0.45945945;0.32377505;11.00
0.10810811;0.15535773;11.00
0.05405405;-0.04698615;12.00
0.56756759;0.36967129;12.00
0.45945945;-0.44190070;12.00
0.08108108;0.17495266;12.00
0.08108108;0.20878042;12.00
0.67567569;-0.59496611;12.00
0.05405405;0.11099170;12.00
0.05405405;-0.08415391;12.00
0.05405405;0.11138854;12.00
0.10810811;0.27974808;11.00
0.32432431;0.24362016;12.00
0.08108108;0.13497011;11.00
0.21621622;-0.45523337;12.00
0.08108108;0.15530102;12.00
0.05405405;0.15329616;11.00
0.05405405;0.11804035;12.00
0.08108108;0.13536683;12.00
0.08108108;0.14644371;12.00
0.05405405;0.16671455;11.00
0.08108108;0.43206376;11.00
0.24324325;-0.02709082;12.00
0.24324325;-0.22806773;12.00
0.05405405;0.12100767;11.00
0.08108108;0.16048595;12.00
0.18918920;0.19725809;12.00
0.08108108;-0.22973028;12.00
0.13513514;-0.18538012;12.00
0.35135135;0.28573510;11.00
0.08108108;-0.03880611;12.00
0.13513514;-0.10936872;11.00
0.10810811;0.14387050;12.00
0.72972971;-0.36229041;12.00
0.05405405;-0.14860316;12.00
0.10810811;0.21180865;12.00
0.40540540;-0.31493282;12.00
0.08108108;0.18708274;11.00
0.02702703;0.00696331;11.00
0.35135135;-0.24444841;12.00
0.10810811;0.14691043;12.00
0.08108108;-0.26367688;12.00
0.02702703;0.04295589;12.00
0.08108108;0.01971593;12.00
0.05405405;0.16659908;11.00
0.05405405;0.15437277;11.00
0.05405405;0.15970069;11.00
0.02702703;-0.15699686;11.00
0.56756759;0.21140824;11.00
0.48648649;0.22146480;12.00
0.51351351;0.52732283;12.00
0.02702703;0.12873098;12.00
0.05405405;0.03595043;11.00
0.05405405;0.49504155;11.00
0.05405405;0.25974455;12.00
0.05405405;-0.15823030;11.00
0.05405405;0.16695073;11.00
0.05405405;-0.16407071;11.00
0.02702703;-0.03913494;11.00
0.54054052;0.07780311;11.00
0.21621622;0.06479008;12.00
0.45945945;-0.18846568;11.00
0.35135135;0.64379704;15.00
0.10810811;0.06608907;12.00
0.05405405;0.09511817;11.00
0.05405405;0.12506200;12.00
0.08108108;0.16760787;11.00
0.02702703;0.06179106;12.00
0.05405405;0.25284949;12.00
0.72972971;-0.33357444;12.00
0.05405405;0.15530102;12.00
0.10810811;0.15407915;11.00
0.08108108;0.14877720;11.00
0.05405405;0.18556434;11.00
0.10810811;0.34577581;12.00
0.05405405;0.22468920;11.00
0.05405405;-0.06265420;11.00
0.54054052;0.47474903;11.00
0.05405405;0.18640305;12.00
0.10810811;-0.22712396;12.00
0.16216215;-0.23249069;12.00
0.05405405;0.14477935;11.00
0.18918920;-0.16834189;11.00
0.40540540;0.26592112;11.00
0.05405405;0.16615777;12.00
0.02702703;0.14602016;12.00
0.05405405;-0.15687394;12.00
0.13513514;0.17411166;11.00
0.05405405;0.16671455;11.00
0.48648649;-0.35852158;12.00
0.40540540;0.54712445;11.00
0.08108108;-0.06169342;12.00
0.40540540;-0.55912417;12.00
0.24324325;-0.24452582;12.00
0.05405405;0.13687244;11.00
0.08108108;0.13071865;12.00
0.24324325;0.35589826;11.00
0.37837839;-0.45937186;11.00
0.05405405;0.31098473;12.00
0.05405405;0.11844437;12.00
0.05405405;0.41059729;12.00
0.05405405;0.10906456;11.00
0.05405405;-0.04471475;12.00
0.02702703;0.31743997;11.00
0.05405405;0.08309088;11.00
0.32432431;0.50375211;12.00
0.05405405;0.20378019;12.00
0.08108108;0.21252353;12.00
0.05405405;-0.11219101;11.00
0.05405405;-0.02259993;12.00
0.05405405;0.13888280;12.00
0.27027026;-0.38373753;12.00
0.05405405;-0.11951225;12.00
0.18918920;-0.12479965;12.00
0.02702703;-0.05831516;12.00
0.37837839;0.27783898;11.00
0.05405405;0.11099170;12.00
0.02702703;0.06908257;11.00
0.02702703;0.13440540;11.00
0.51351351;0.45180157;12.00
0.10810811;0.13111632;11.00
0.05405405;0.13967846;12.00
0.05405405;-0.10499130;12.00
0.54054052;0.47002807;12.00
0.29729730;-0.20632897;12.00
0.27027026;0.30733183;12.00
0.24324325;0.19331953;12.00
0.24324325;-0.27643448;12.00
0.32432431;0.30324963;12.00
0.05405405;0.12142156;12.00
0.29729730;0.26080048;12.00
0.18918920;0.23870172;12.00
0.05405405;0.06379320;12.00
0.32432431;-0.27125025;11.00
0.13513514;0.00328650;11.00
0.05405405;0.11621575;11.00
0.08108108;0.39452228;12.00
0.05405405;0.11178596;11.00
0.05405405;-0.06621632;11.00
0.08108108;0.12284404;12.00
0.29729730;0.43312573;12.00
0.27027026;0.31491104;12.00
0.29729730;-0.22168413;12.00
0.32432431;-0.11188900;12.00
0.05405405;0.03443699;12.00
0.10810811;0.14965157;12.00
0.08108108;-0.00365580;12.00
0.51351351;0.44812334;11.00
0.05405405;-0.24762087;11.00
0.45945945;-0.28705844;12.00
0.05405405;-0.13508010;11.00
0.37837839;-0.45217705;11.00
0.08108108;0.12261336;11.00
0.37837839;0.23311491;11.00
0.16216215;-0.28938416;12.00
0.05405405;0.08770920;12.00
0.05405405;0.08548262;12.00
0.24324325;-0.00569815;12.00
0.35135135;0.28223240;11.00
0.37837839;-0.16818643;12.00
0.05405405;0.12799689;12.00
0.27027026;0.43457383;12.00
0.05405405;0.07162686;11.00
0.05405405;-0.18743171;11.00
0.08108108;0.12646693;12.00
0.21621622;-0.08165061;12.00
0.05405405;0.18368559;11.00
0.08108108;0.14828692;12.00
0.45945945;-0.14856181;11.00
0.40540540;-0.60250556;12.00
0.10810811;-0.17330180;12.00
0.05405405;-0.16485453;12.00
0.05405405;-0.12633871;12.00
0.13513514;-0.03094375;12.00
0.32432431;0.20737875;12.00
0.18918920;0.13409668;12.00
0.05405405;0.26614505;12.00
0.10810811;-0.17799670;12.00
0.24324325;-0.01836037;12.00
0.64864868;0.47485161;12.00
0.08108108;0.12985855;12.00
0.24324325;0.20111500;12.00
0.67567569;-0.57451779;12.00
0.05405405;0.28403312;12.00
0.24324325;0.20253441;11.00
0.05405405;0.35637185;11.00
0.10810811;0.13344003;11.00
0.05405405;0.04449665;11.00
0.40540540;-0.37224728;11.00
0.18918920;0.18864693;11.00
0.10810811;0.13344003;11.00
0.51351351;-0.20572516;11.00
0.05405405;0.04506376;12.00
0.08108108;-0.04720628;12.00
0.51351351;-0.08810344;12.00
0.08108108;0.13111632;12.00
0.05405405;-0.24745071;11.00
0.35135135;-0.23827809;12.00
0.05405405;0.12851612;12.00
0.05405405;0.11178596;11.00
0.18918920;-0.13866268;12.00
0.05405405;0.12169306;12.00
0.32432431;0.08207038;11.00
0.05405405;0.10906456;12.00
0.02702703;0.39090705;12.00
0.18918920;0.22941951;11.00
0.02702703;0.14542627;12.00
0.08108108;0.13908711;12.00
0.02702703;-0.07948919;12.00
0.16216215;-0.41464573;12.00
0.10810811;0.01243737;11.00
0.05405405;0.14127232;12.00
0.27027026;0.00313994;12.00
0.10810811;-0.21409415;11.00
0.43243244;-0.50657463;11.00
0.40540540;0.32690957;11.00
0.08108108;0.19974543;12.00
0.08108108;0.13689762;12.00
0.27027026;-0.38763899;12.00
0.16216215;-0.47301003;12.00
0.05405405;0.12764935;11.00
0.05405405;0.18349092;11.00
0.02702703;-0.14048901;11.00
0.64864868;-0.60660350;11.00
0.32432431;-0.17137673;11.00
0.05405405;0.13687244;11.00
0.02702703;-0.15220906;11.00
0.02702703;0.17159835;12.00
0.13513514;0.02629221;11.00
0.13513514;0.00968180;12.00
0.16216215;-0.42110339;11.00
0.08108108;-0.25892574;12.00
0.24324325;0.21765259;12.00
0.43243244;-0.15655032;12.00
0.13513514;0.01466264;12.00
0.24324325;-0.24584499;11.00
0.21621622;-0.50933516;12.00
0.05405405;-0.16602157;12.00
0.21621622;-0.38674885;12.00
0.08108108;0.19536299;11.00
0.32432431;0.35499063;11.00
0.05405405;0.11493685;11.00
0.21621622;0.17983572;12.00
0.05405405;0.03721581;12.00
0.05405405;-0.20221560;12.00
0.08108108;0.05556484;12.00
0.18918920;0.24011523;12.00
0.18918920;0.35751155;12.00
0.24324325;0.05752531;11.00
0.54054052;0.46259046;12.00
0.40540540;0.46450984;11.00
0.05405405;-0.15735209;11.00
0.10810811;0.08726153;12.00
0.29729730;-0.25700876;12.00
0.24324325;0.23006652;11.00
0.05405405;0.11968209;12.00
0.21621622;-0.40282229;12.00
0.29729730;0.48216546;11.00
0.05405405;0.14716101;12.00
0.08108108;-0.16553059;11.00
0.32432431;0.07446349;11.00
0.05405405;0.13696499;12.00
0.18918920;-0.47876921;11.00
0.05405405;-0.14548668;11.00
0.05405405;0.12374553;11.00
0.29729730;-0.16389447;12.00
0.05405405;0.16659908;12.00
0.08108108;0.07907721;12.00
0.05405405;-0.17958492;12.00
0.05405405;-0.12575381;11.00
0.05405405;0.22252609;12.00
0.51351351;0.08422529;12.00
0.40540540;0.34100825;12.00
0.08108108;-0.19351853;12.00
0.02702703;0.31505752;12.00
0.05405405;-0.08736655;12.00
0.18918920;-0.47940579;12.00
0.24324325;0.12771030;12.00
0.08108108;0.14170931;12.00
0.05405405;0.16220954;11.00
0.08108108;0.12028892;12.00
0.08108108;0.15075746;11.00
0.05405405;0.24745004;11.00
0.05405405;0.09115205;12.00
0.24324325;-0.11046790;12.00
0.05405405;0.12985855;11.00
0.08108108;-0.04477789;12.00
0.05405405;-0.10179738;11.00
0.08108108;0.14219260;12.00
0.05405405;-0.11609261;12.00
0.08108108;0.14179909;12.00
0.27027026;0.20716919;11.00
0.21621622;0.18108575;12.00
0.16216215;-0.41304359;12.00
0.05405405;-0.00934434;11.00
0.10810811;0.13641129;12.00
0.10810811;0.13049592;11.00
0.56756759;0.43187389;12.00
0.08108108;0.02549107;11.00
0.29729730;0.31343505;11.00
0.05405405;0.13469921;12.00
0.27027026;-0.28689995;11.00
0.05405405;0.09924394;12.00
0.05405405;0.16228971;12.00
0.86486489;0.76491004;11.00
0.05405405;0.25764740;12.00
0.40540540;0.11170059;12.00
0.02702703;0.22151603;12.00
0.05405405;0.29748994;11.00
0.43243244;-0.02512048;12.00
0.24324325;-0.25039342;12.00
0.08108108;0.10946152;11.00
0.35135135;-0.13187093;11.00
0.05405405;0.11844437;12.00
0.05405405;0.07698027;11.00
0.08108108;-0.12124380;11.00
0.16216215;0.21921889;12.00
0.02702703;0.02622203;12.00
0.05405405;-0.15883742;11.00
0.05405405;0.05128684;12.00
0.05405405;-0.18475452;12.00
0.05405405;0.12567304;12.00
0.05405405;0.08292769;11.00
0.27027026;-0.33022478;12.00
0.08108108;0.15073545;12.00
0.05405405;0.14977123;12.00
0.02702703;-0.15831599;11.00
0.08108108;0.14764565;12.00
0.02702703;-0.12625122;11.00
0.40540540;-0.08424323;11.00
0.10810811;0.13075145;11.00
0.05405405;0.51907754;12.00
0.05405405;0.11524294;12.00
0.05405405;0.17599869;11.00
0.05405405;0.15201406;12.00
0.05405405;-0.02699980;12.00
0.05405405;0.12834582;11.00
0.16216215;-0.08122993;12.00
0.16216215;-0.45358175;11.00
0.37837839;-0.54127949;12.00
0.05405405;-0.00744904;12.00
0.05405405;0.12985855;12.00
0.35135135;-0.21555287;11.00
0.02702703;-0.10958572;12.00
0.29729730;0.60408074;11.00
0.08108108;0.12458031;12.00
0.37837839;-0.38657469;11.00
0.02702703;0.08132529;11.00
0.05405405;-0.17806053;11.00
0.45945945;0.52483791;12.00
0.05405405;0.09781101;11.00
0.08108108;0.16077183;11.00
0.10810811;0.14003484;12.00
0.35135135;-0.55479050;11.00
0.05405405;0.08043695;12.00
0.02702703;0.14647788;12.00
0.05405405;0.12753807;12.00
0.16216215;0.08596741;11.00
0.29729730;-0.37711892;11.00
0.05405405;0.15835558;12.00
0.10810811;0.03250414;12.00
0.16216215;0.06623243;12.00
0.10810811;-0.10724073;12.00
0.62162161;0.36111596;12.00
0.51351351;0.45662683;11.00
0.24324325;-0.33787033;11.00
0.21621622;-0.45571139;11.00
0.05405405;0.11758018;11.00
0.08108108;-0.22329843;12.00
0.08108108;0.13368979;12.00
0.27027026;0.13944873;12.00
0.02702703;-0.03958466;12.00
0.27027026;0.49008936;12.00
0.02702703;0.28287309;12.00
0.13513514;0.19093695;12.00
0.05405405;0.01223705;12.00
0.10810811;0.28454459;10.00
0.08108108;0.13898513;10.00
0.24324325;0.13850240;12.00
0.10810811;-0.31251329;10.00
0.24324325;0.08758574;12.00
0.05405405;0.12720221;12.00
0.13513514;-0.21258049;12.00
0.05405405;0.11190620;12.00
0.08108108;-0.22980995;10.00
0.05405405;0.09319089;10.00
0.05405405;0.11796446;12.00
0.08108108;0.22982870;12.00
0.18918920;-0.48763424;12.00
0.08108108;0.37528205;12.00
0.48648649;-0.24076620;12.00
0.24324325;-0.24439089;12.00
0.08108108;0.13584363;12.00
0.05405405;-0.12256803;12.00
0.13513514;0.24961236;12.00
0.10810811;-0.05927902;12.00
0.05405405;0.13516346;12.00
0.21621622;0.27171421;12.00
0.16216215;0.35292143;12.00
0.29729730;0.09981891;12.00
0.05405405;0.07853115;10.00
0.08108108;0.20836341;12.00
0.13513514;-0.41186523;12.00
0.02702703;-0.15916522;10.00
0.08108108;-0.28248066;10.00
0.05405405;-0.10485235;12.00
0.05405405;0.10615743;12.00
0.08108108;-0.19306217;10.00
0.05405405;0.05594715;12.00
0.08108108;-0.22103952;12.00
0.24324325;0.57296580;10.00
0.08108108;0.16948594;12.00
0.35135135;-0.31579971;12.00
0.05405405;0.50104213;12.00
0.02702703;0.42649546;16.00
0.05405405;-0.21585028;12.00
0.37837839;0.30756634;12.00
0.08108108;0.13075145;12.00
0.40540540;0.05398630;12.00
0.18918920;0.34824780;12.00
0.05405405;-0.16957530;12.00
0.45945945;-0.29936123;10.00
0.29729730;0.38884762;12.00
0.10810811;0.02304927;10.00
0.05405405;-0.14385088;12.00
0.48648649;-0.13975593;10.00
0.05405405;0.10521028;12.00
0.10810811;0.13312551;16.00
0.45945945;-0.18916525;12.00
0.05405405;0.16671455;12.00
0.48648649;-0.38120455;10.00
0.05405405;0.14828692;12.00
0.08108108;0.16410029;10.00
0.10810811;-0.29629275;12.00
0.05405405;0.14477935;12.00
0.05405405;0.32444781;12.00
0.16216215;0.44025007;12.00
0.10810811;0.18226092;12.00
0.05405405;0.29634720;12.00
0.18918920;-0.45624673;12.00
0.08108108;0.18734874;12.00
0.10810811;-0.22860511;12.00
0.08108108;-0.08219258;12.00
0.08108108;-0.23444866;12.00
0.56756759;0.54329801;12.00
0.13513514;-0.35305104;12.00
0.18918920;0.22941951;12.00
0.18918920;-0.04378670;12.00
0.27027026;0.55926085;12.00
0.05405405;0.13493596;12.00
0.08108108;0.14228311;12.00
0.13513514;-0.16730481;12.00
0.05405405;-0.21011573;12.00
0.08108108;-0.23367342;12.00
0.16216215;0.08746836;12.00
0.18918920;0.31491104;10.00
0.29729730;-0.30899993;10.00
0.43243244;0.04141689;12.00
0.02702703;0.10473524;12.00
0.05405405;0.09205855;12.00
0.10810811;0.02304927;12.00
0.18918920;-0.03817431;10.00
0.05405405;0.20759706;12.00
0.05405405;0.14254931;10.00
0.05405405;0.11190620;12.00
0.05405405;-0.14371875;12.00
0.08108108;0.12985855;12.00
0.40540540;0.48640031;12.00
0.29729730;-0.28441963;12.00
0.05405405;0.11621575;12.00
0.02702703;-0.03771926;10.00
0.08108108;0.15619354;12.00
0.02702703;0.06500543;10.00
0.10810811;0.14114885;12.00
0.29729730;0.37858462;10.00
0.21621622;0.26899192;10.00
0.05405405;0.07432062;12.00
0.05405405;0.05387069;12.00
0.29729730;0.14698714;12.00
0.32432431;-0.25362605;16.00
0.37837839;-0.24891269;10.00
0.21621622;-0.23780677;12.00
0.21621622;0.47102919;12.00
0.08108108;-0.22096533;12.00
0.45945945;0.40718520;12.00
0.05405405;0.10759851;12.00
0.05405405;0.04529228;12.00
0.05405405;0.15179375;12.00
0.37837839;0.42455596;10.00
0.37837839;-0.49193564;12.00
0.32432431;-0.15067181;12.00
0.05405405;0.26827106;12.00
0.51351351;-0.27778241;12.00
0.16216215;-0.43247178;12.00
0.10810811;0.13922159;12.00
0.37837839;0.39810023;10.00
0.05405405;0.10529673;12.00
0.16216215;-0.42924297;12.00
0.43243244;-0.55504096;12.00
0.05405405;0.16828747;12.00
0.08108108;0.31936681;10.00
0.24324325;-0.32609916;10.00
0.21621622;0.17252494;12.00
0.05405405;0.09121628;10.00
0.29729730;-0.55077225;10.00
0.32432431;-0.20428734;12.00
0.08108108;0.41059729;12.00
0.02702703;0.07802648;12.00
0.48648649;-0.53029114;12.00
0.54054052;0.40133137;12.00
0.08108108;-0.22837928;10.00
0.32432431;-0.25583181;12.00
0.16216215;0.06977978;12.00
0.05405405;0.14962746;10.00
0.29729730;0.20277870;12.00
0.08108108;-0.03466538;12.00
0.89189190;0.48045814;12.00
0.02702703;0.45619136;12.00
0.05405405;0.14127232;12.00
0.05405405;0.05400601;12.00
0.08108108;0.13561717;10.00
0.08108108;0.14477935;12.00
0.05405405;0.10289031;12.00
0.29729730;-0.20123537;12.00
0.13513514;-0.21468328;12.00
0.08108108;0.14837074;12.00
0.64864868;-0.35309592;12.00
0.29729730;-0.11188900;12.00
0.08108108;-0.32049328;12.00
0.05405405;0.34903422;12.00
0.32432431;-0.20464833;12.00
0.13513514;-0.20375416;12.00
0.10810811;-0.21830933;10.00
0.13513514;0.15118997;12.00
0.10810811;-0.13906081;10.00
0.56756759;0.49273977;12.00
0.35135135;-0.41391686;12.00
0.40540540;-0.33807859;12.00
0.13513514;-0.29874164;12.00
0.05405405;0.07519327;12.00
0.21621622;0.25971946;12.00
0.35135135;-0.12266926;10.00
0.51351351;0.53751642;14.00
0.05405405;0.15393634;12.00
0.05405405;0.16783048;12.00
0.02702703;-0.16712545;12.00
0.08108108;-0.21849458;10.00
0.16216215;-0.46815318;12.00
0.08108108;0.32216036;12.00
0.05405405;0.07112117;10.00
0.29729730;-0.55223155;12.00
0.05405405;0.24485120;12.00
0.08108108;0.15237321;12.00
0.05405405;0.22120635;12.00
0.05405405;0.14828692;10.00
0.29729730;-0.11865849;10.00
0.13513514;0.03739395;12.00
0.40540540;0.19079475;12.00
0.05405405;-0.10271001;12.00
0.05405405;0.01448937;12.00
0.13513514;-0.20313039;12.00
0.45945945;-0.45868075;12.00
0.02702703;0.20011851;12.00
0.54054052;-0.44231781;12.00
0.05405405;0.07655298;10.00
0.10810811;0.07160414;12.00
